lookback,top_n,top_k,power,max_weight,mean_excess,min_excess,max_excess,neg_windows,vals,choices
104,12,50,6,0.06,-0.0004243123741874435,-0.024991232067365598,0.04311541434410823,7,"-0.00976,-0.00443,-0.02499,0.01883,0.01565,-0.02061,0.00939,-0.02456,0.04312,0.01648,-0.01019,-0.01403",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
104,12,40,4,0.06,-0.000470258102292435,-0.02481372523734284,0.04261878009894647,7,"-0.00991,-0.00451,-0.02481,0.01895,0.01565,-0.02065,0.00932,-0.02450,0.04262,0.01647,-0.01041,-0.01386",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
52,1,30,4,0.06,-0.00047414367385522374,-0.04601033156060192,0.04137173508333526,7,"-0.02817,-0.04601,0.04137,-0.02471,0.01737,-0.02613,-0.00790,-0.00837,0.02129,-0.01389,0.03804,0.03143",ret_15d_rank:low / ret_15d:low / ret_15d:low / ret_1d:high / ret_1d:high / excess_ret_5d_rank:low / excess_ret_5d_rank:low / trend_efficiency_20d_rank:low / trend_efficiency_20d_rank:low / ret_10d:low / ret_1d:high / ret_1d:high
26,5,35,3,0.1,-0.00048077938477522836,-0.03374122186208224,0.08889678407245225,7,"-0.03374,-0.00828,-0.02563,-0.02167,-0.01596,0.00183,-0.01362,-0.01207,0.08890,0.00127,0.01839,0.01481",ret_3d:low|ret_3d_rank:low|ret_10d_rank:low / ret_3d:low|ret_3d_rank:low|ret_1d:high / ret_1d:high|ret_20d_rank:high|excess_ret_20d_rank:high / ret_1d:high|ret_20d:high|excess_ret_20d:high / ret_1d:high|ret_20d:high|ret_20d_rank:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high
26,3,40,3,0.06,-0.00048316842764703336,-0.03040474083642114,0.06291101337614424,7,"-0.03040,0.00533,-0.01184,-0.02467,-0.01149,0.00444,-0.00132,0.01059,0.06291,-0.01312,0.00591,-0.00215",ret_3d:low|ret_3d_rank:low|ret_10d_rank:low / ret_3d:low|ret_3d_rank:low|ret_1d:high / ret_1d:high|ret_20d_rank:high|excess_ret_20d_rank:high / ret_1d:high|ret_20d:high|excess_ret_20d:high / ret_1d:high|ret_20d:high|ret_20d_rank:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high
104,12,35,3,0.06,-0.0005126375750286578,-0.024633692955028246,0.04214884156414034,7,"-0.01012,-0.00464,-0.02463,0.01904,0.01568,-0.02070,0.00934,-0.02443,0.04215,0.01649,-0.01056,-0.01377",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
52,1,30,6,0.06,-0.00052401533219499,-0.04611449461440859,0.04244208436947834,7,"-0.02784,-0.04611,0.04244,-0.02650,0.01748,-0.02646,-0.00726,-0.00936,0.02048,-0.01404,0.03975,0.03115",ret_15d_rank:low / ret_15d:low / ret_15d:low / ret_1d:high / ret_1d:high / excess_ret_5d_rank:low / excess_ret_5d_rank:low / trend_efficiency_20d_rank:low / trend_efficiency_20d_rank:low / ret_10d:low / ret_1d:high / ret_1d:high
26,3,50,4,0.06,-0.0005315037371776081,-0.03047239736268508,0.06321595016579117,7,"-0.03047,0.00504,-0.01335,-0.02435,-0.01092,0.00520,-0.00146,0.01055,0.06322,-0.01358,0.00553,-0.00178",ret_3d:low|ret_3d_rank:low|ret_10d_rank:low / ret_3d:low|ret_3d_rank:low|ret_1d:high / ret_1d:high|ret_20d_rank:high|excess_ret_20d_rank:high / ret_1d:high|ret_20d:high|excess_ret_20d:high / ret_1d:high|ret_20d:high|ret_20d_rank:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high
78,1,35,3,0.1,-0.0005355908579866048,-0.028702826424874997,0.053766295192201885,8,"-0.02870,-0.00963,0.05377,0.01089,-0.01200,-0.00090,0.01060,-0.00981,0.00763,-0.00629,-0.01919,-0.00278",trend_efficiency_20d:low / trend_efficiency_20d:low / market_corr_60d_rank:high / trend_efficiency_20d:low / trend_efficiency_20d_rank:low / trend_efficiency_20d_rank:low / trend_efficiency_20d_rank:low / trend_efficiency_20d_rank:low / trend_efficiency_20d_rank:low / trend_efficiency_20d:low / trend_efficiency_20d:low / trend_efficiency_20d:low
78,2,35,3,0.1,-0.0005355908579866048,-0.028702826424874997,0.053766295192201885,8,"-0.02870,-0.00963,0.05377,0.01089,-0.01200,-0.00090,0.01060,-0.00981,0.00763,-0.00629,-0.01919,-0.00278",trend_efficiency_20d:low|trend_efficiency_20d_rank:low / trend_efficiency_20d:low|trend_efficiency_20d_rank:low / market_corr_60d_rank:high|market_corr_60d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / trend_efficiency_20d:low|trend_efficiency_20d_rank:low / trend_efficiency_20d:low|trend_efficiency_20d_rank:low / trend_efficiency_20d:low|trend_efficiency_20d_rank:low
104,8,40,6,0.08,-0.0005371768188140896,-0.02110604261414286,0.02168772687490013,5,"-0.02111,-0.02083,-0.02021,0.01822,0.00649,-0.00212,0.00541,-0.01636,0.00662,0.01342,0.02169,0.00234",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
52,1,35,6,0.06,-0.0005582788001695938,-0.046475233420794335,0.04159807407777674,7,"-0.02808,-0.04648,0.04160,-0.02520,0.01718,-0.02593,-0.00740,-0.00846,0.02116,-0.01449,0.03808,0.03132",ret_15d_rank:low / ret_15d:low / ret_15d:low / ret_1d:high / ret_1d:high / excess_ret_5d_rank:low / excess_ret_5d_rank:low / trend_efficiency_20d_rank:low / trend_efficiency_20d_rank:low / ret_10d:low / ret_1d:high / ret_1d:high
26,3,40,2,0.08,-0.0005600485313058211,-0.029695459897540844,0.0690831989308123,7,"-0.02970,0.00621,-0.02092,-0.02322,-0.01051,0.00616,-0.00276,0.01047,0.06908,-0.01711,0.00650,-0.00094",ret_3d:low|ret_3d_rank:low|ret_10d_rank:low / ret_3d:low|ret_3d_rank:low|ret_1d:high / ret_1d:high|ret_20d_rank:high|excess_ret_20d_rank:high / ret_1d:high|ret_20d:high|excess_ret_20d:high / ret_1d:high|ret_20d:high|ret_20d_rank:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high
26,3,40,2,0.1,-0.0005600485313058211,-0.029695459897540844,0.0690831989308123,7,"-0.02970,0.00621,-0.02092,-0.02322,-0.01051,0.00616,-0.00276,0.01047,0.06908,-0.01711,0.00650,-0.00094",ret_3d:low|ret_3d_rank:low|ret_10d_rank:low / ret_3d:low|ret_3d_rank:low|ret_1d:high / ret_1d:high|ret_20d_rank:high|excess_ret_20d_rank:high / ret_1d:high|ret_20d:high|excess_ret_20d:high / ret_1d:high|ret_20d:high|ret_20d_rank:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high
78,1,35,3,0.08,-0.0005907291813261291,-0.028718450090382097,0.04995928510613442,8,"-0.02872,-0.01167,0.04996,0.01211,-0.01188,-0.00288,0.01251,-0.00928,0.00987,-0.00329,-0.01903,-0.00479",trend_efficiency_20d:low / trend_efficiency_20d:low / market_corr_60d_rank:high / trend_efficiency_20d:low / trend_efficiency_20d_rank:low / trend_efficiency_20d_rank:low / trend_efficiency_20d_rank:low / trend_efficiency_20d_rank:low / trend_efficiency_20d_rank:low / trend_efficiency_20d:low / trend_efficiency_20d:low / trend_efficiency_20d:low
78,2,35,3,0.08,-0.0005907291813261291,-0.028718450090382097,0.04995928510613442,8,"-0.02872,-0.01167,0.04996,0.01211,-0.01188,-0.00288,0.01251,-0.00928,0.00987,-0.00329,-0.01903,-0.00479",trend_efficiency_20d:low|trend_efficiency_20d_rank:low / trend_efficiency_20d:low|trend_efficiency_20d_rank:low / market_corr_60d_rank:high|market_corr_60d:high / trend_efficiency_20d:low|trend_efficiency_20d_rank:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / trend_efficiency_20d_rank:low|trend_efficiency_20d:low / trend_efficiency_20d:low|trend_efficiency_20d_rank:low / trend_efficiency_20d:low|trend_efficiency_20d_rank:low / trend_efficiency_20d:low|trend_efficiency_20d_rank:low
104,12,30,2,0.06,-0.0005976220385336645,-0.02431304365739055,0.041263558947012585,7,"-0.01068,-0.00494,-0.02431,0.01917,0.01578,-0.02084,0.00960,-0.02430,0.04126,0.01662,-0.01077,-0.01377",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
999,1,40,4,0.08,-0.0006070366440169448,-0.02638027549010694,0.04995734525342951,8,"-0.00087,-0.02457,0.04996,0.01253,-0.00244,-0.01327,0.01005,0.00336,-0.00809,-0.00198,-0.00559,-0.02638",market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high
999,2,40,4,0.08,-0.0006070366440169448,-0.02638027549010694,0.04995734525342951,8,"-0.00087,-0.02457,0.04996,0.01253,-0.00244,-0.01327,0.01005,0.00336,-0.00809,-0.00198,-0.00559,-0.02638",market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high
104,8,30,3,0.08,-0.0006165984443555018,-0.020919641497013846,0.020761361488079767,5,"-0.02092,-0.02040,-0.01951,0.01828,0.00591,-0.00230,0.00639,-0.01687,0.00638,0.01220,0.02076,0.00267",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
999,1,35,3,0.08,-0.0006338416572047338,-0.026387761905156255,0.04995928510613442,8,"-0.00069,-0.02386,0.04996,0.01240,-0.00297,-0.01330,0.00977,0.00302,-0.00825,-0.00210,-0.00518,-0.02639",market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high
999,2,35,3,0.08,-0.0006338416572047338,-0.026387761905156255,0.04995928510613442,8,"-0.00069,-0.02386,0.04996,0.01240,-0.00297,-0.01330,0.00977,0.00302,-0.00825,-0.00210,-0.00518,-0.02639",market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high
104,8,40,3,0.06,-0.0006407318707494094,-0.019399093844430945,0.016181851278094697,5,"-0.01940,-0.01529,-0.01827,0.01353,0.00073,-0.00341,0.00680,-0.01520,0.01298,0.01110,0.01618,0.00257",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
999,1,30,2,0.1,-0.0006564044125244786,-0.02682991387207026,0.04954349665924966,8,"-0.00070,-0.02301,0.04954,0.01229,-0.00439,-0.01186,0.00940,0.00264,-0.00862,-0.00249,-0.00384,-0.02683",market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high
999,2,30,2,0.1,-0.0006564044125244786,-0.02682991387207026,0.04954349665924966,8,"-0.00070,-0.02301,0.04954,0.01229,-0.00439,-0.01186,0.00940,0.00264,-0.00862,-0.00249,-0.00384,-0.02683",market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high
104,8,35,4,0.08,-0.000659440893018445,-0.020806898100827323,0.02072940621403752,5,"-0.02081,-0.02049,-0.01986,0.01821,0.00596,-0.00235,0.00612,-0.01692,0.00639,0.01251,0.02073,0.00259",trend_efficiency_20d:low|trend_efficiency_20d_rank:low|gap_mean_20d:high / gap_mean_20d:high|gap_mean_20d_rank:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / gap_mean_20d_rank:high|gap_mean_20d:high|market_corr_60d_rank:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / market_corr_60d_rank:high|market_corr_60d:high|gap_mean_20d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / ret_1d:high|market_corr_60d_rank:high|market_corr_60d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high / gap_mean_20d:high|gap_mean_20d_rank:high|ret_1d:high
999,1,30,2,0.08,-0.0006617533171115894,-0.026247751293045348,0.049859395599304863,8,"-0.00021,-0.02270,0.04986,0.01215,-0.00406,-0.01319,0.00930,0.00233,-0.00845,-0.00214,-0.00457,-0.02625",market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high / market_corr_60d_rank:high
999,2,30,2,0.08,-0.0006617533171115894,-0.026247751293045348,0.049859395599304863,8,"-0.00021,-0.02270,0.04986,0.01215,-0.00406,-0.01319,0.00930,0.00233,-0.00845,-0.00214,-0.00457,-0.02625",market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high / market_corr_60d_rank:high|market_corr_60d:high
26,3,35,2,0.06,-0.0006716451797511787,-0.029938085876278112,0.06301250060489537,7,"-0.02994,0.00534,-0.01388,-0.02525,-0.01068,0.00494,-0.00170,0.01037,0.06301,-0.01441,0.00555,-0.00140",ret_3d:low|ret_3d_rank:low|ret_10d_rank:low / ret_3d:low|ret_3d_rank:low|ret_1d:high / ret_1d:high|ret_20d_rank:high|excess_ret_20d_rank:high / ret_1d:high|ret_20d:high|excess_ret_20d:high / ret_1d:high|ret_20d:high|ret_20d_rank:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_3d_rank:low|ret_3d:low|ret_1d:high / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|ret_3d:low|ret_3d_rank:low / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high / ret_1d:high|market_corr_60d:high|market_corr_60d_rank:high
